id,method,requirement,node,gold,subject,tool,category,decision,callerT,callerN,callerE,calleeT,calleeN,calleeE
153,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,5,0,0
154,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R1,inner,N,N,T,InnerMixedSurroundedT,IN,1,0,0,2,3,0
155,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,5,0
156,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R3,inner,T,T,F,InnerBoundary,IT,0,1,0,5,0,0
157,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R4,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,2,3,0
158,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R5,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,5,0,0
159,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R6,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,5,0,0
160,de.java_chess.javaChess.GameController.userPly(Lde/java_chess/javaChess/ply/Ply;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,5,0
161,de.java_chess.javaChess.JavaChess$1.-init-()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
162,de.java_chess.javaChess.JavaChess$1.-init-()V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
163,de.java_chess.javaChess.JavaChess$1.-init-()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
164,de.java_chess.javaChess.JavaChess$1.-init-()V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
165,de.java_chess.javaChess.JavaChess$1.-init-()V,R4,leaf,N,N,T,LeafPureSurroundedT,IN,1,0,0,0,0,0
166,de.java_chess.javaChess.JavaChess$1.-init-()V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
167,de.java_chess.javaChess.JavaChess$1.-init-()V,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
168,de.java_chess.javaChess.JavaChess$1.-init-()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
169,de.java_chess.javaChess.JavaChess$2.-init-()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
170,de.java_chess.javaChess.JavaChess$2.-init-()V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
171,de.java_chess.javaChess.JavaChess$2.-init-()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
172,de.java_chess.javaChess.JavaChess$2.-init-()V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
173,de.java_chess.javaChess.JavaChess$2.-init-()V,R4,leaf,N,N,T,LeafPureSurroundedT,IN,1,0,0,0,0,0
174,de.java_chess.javaChess.JavaChess$2.-init-()V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
175,de.java_chess.javaChess.JavaChess$2.-init-()V,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
176,de.java_chess.javaChess.JavaChess$2.-init-()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
177,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
178,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
179,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
180,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
181,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R4,leaf,N,N,T,LeafPureSurroundedT,IN,1,0,0,0,0,0
182,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
183,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
184,de.java_chess.javaChess.JavaChess$3.-init-(Lde/java_chess/javaChess/JavaChess;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
185,de.java_chess.javaChess.JavaChess$4.-init-()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
186,de.java_chess.javaChess.JavaChess$4.-init-()V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
187,de.java_chess.javaChess.JavaChess$4.-init-()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
188,de.java_chess.javaChess.JavaChess$4.-init-()V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
189,de.java_chess.javaChess.JavaChess$4.-init-()V,R4,leaf,N,N,T,LeafPureSurroundedT,IN,1,0,0,0,0,0
190,de.java_chess.javaChess.JavaChess$4.-init-()V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
191,de.java_chess.javaChess.JavaChess$4.-init-()V,R6,leaf,T,T,N,LeafPureSurroundedN,IT,0,1,0,0,0,0
192,de.java_chess.javaChess.JavaChess$4.-init-()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
193,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R0,leaf,T,T,E,,,0,1,0,0,0,0
194,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R1,leaf,N,N,E,,,0,1,0,0,0,0
195,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R2,leaf,N,N,E,,,0,1,0,0,0,0
196,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R3,leaf,N,N,E,,,1,0,0,0,0,0
197,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R4,leaf,N,N,E,,,0,1,0,0,0,0
198,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R5,leaf,N,N,E,,,1,0,0,0,0,0
199,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R6,leaf,T,T,E,,,1,0,0,0,0,0
200,de.java_chess.javaChess.JavaChess$4.actionPerformed(Ljava/awt/event/ActionEvent;)V,R7,leaf,N,N,E,,,0,1,0,0,0,0
201,de.java_chess.javaChess.JavaChess.-init-()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,6,0,0
202,de.java_chess.javaChess.JavaChess.-init-()V,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
203,de.java_chess.javaChess.JavaChess.-init-()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
204,de.java_chess.javaChess.JavaChess.-init-()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
205,de.java_chess.javaChess.JavaChess.-init-()V,R4,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,4,2,0
206,de.java_chess.javaChess.JavaChess.-init-()V,R5,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
207,de.java_chess.javaChess.JavaChess.-init-()V,R6,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,1,5,0
208,de.java_chess.javaChess.JavaChess.-init-()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,6,0
209,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R0,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
210,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R1,inner,N,N,T,InnerMixedSurroundedT,IN,1,1,0,1,1,0
211,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
212,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R3,inner,N,N,T,InnerMixedSurroundedT,IN,1,1,0,1,1,0
213,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R4,inner,T,T,T,InnerPureSurroundedT,CT,2,0,0,2,0,0
214,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R5,inner,N,N,T,InnerMixedSurroundedT,IN,1,1,0,1,1,0
215,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R6,inner,N,N,T,InnerMixedSurroundedT,IN,1,1,0,2,0,0
216,de.java_chess.javaChess.JavaChess.engineStatusChanged(Lde/java_chess/javaChess/engine/ChessEngineImpl;)V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,2,0,0,2,0
217,de.java_chess.javaChess.JavaChess.free()V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
218,de.java_chess.javaChess.JavaChess.free()V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
219,de.java_chess.javaChess.JavaChess.free()V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
220,de.java_chess.javaChess.JavaChess.free()V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
221,de.java_chess.javaChess.JavaChess.free()V,R4,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
222,de.java_chess.javaChess.JavaChess.free()V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
223,de.java_chess.javaChess.JavaChess.free()V,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
224,de.java_chess.javaChess.JavaChess.free()V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
225,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
226,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
227,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
228,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
229,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R4,leaf,T,T,N,LeafPureSurroundedN,IT,0,1,0,0,0,0
230,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
231,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
232,de.java_chess.javaChess.JavaChess.getInstance()Lde/java_chess/javaChess/JavaChess;,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
233,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
234,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
235,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
236,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
237,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R4,inner,T,T,F,InnerBoundary,IT,1,0,0,0,1,0
238,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R5,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
239,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R6,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
240,de.java_chess.javaChess.JavaChess.getMenuItem(Lde/java_chess/javaChess/action/JavaChessAction;)Ljavax/swing/JMenuItem;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
241,de.java_chess.javaChess.JavaChess.jbInit()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,33,0,0
242,de.java_chess.javaChess.JavaChess.jbInit()V,R1,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,8,25,0
243,de.java_chess.javaChess.JavaChess.jbInit()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,33,0
244,de.java_chess.javaChess.JavaChess.jbInit()V,R3,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,9,24,0
245,de.java_chess.javaChess.JavaChess.jbInit()V,R4,inner,T,T,T,InnerMixedSurroundedT,CT,1,0,0,7,26,0
246,de.java_chess.javaChess.JavaChess.jbInit()V,R5,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,17,16,0
247,de.java_chess.javaChess.JavaChess.jbInit()V,R6,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,19,14,0
248,de.java_chess.javaChess.JavaChess.jbInit()V,R7,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,3,30,0
249,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R0,root,T,T,E,,,0,0,0,1,0,0
250,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R1,root,N,N,E,,,0,0,0,0,1,0
251,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R2,root,N,N,E,,,0,0,0,0,1,0
252,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R3,root,N,N,E,,,0,0,0,0,1,0
253,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R4,root,T,T,E,,,0,0,0,1,0,0
254,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R5,root,N,N,E,,,0,0,0,0,1,0
255,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R6,root,N,N,E,,,0,0,0,0,1,0
256,de.java_chess.javaChess.JavaChess.main([Ljava/lang/String;)V,R7,root,N,N,E,,,0,0,0,0,1,0
257,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
258,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
259,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
260,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
261,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R4,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
262,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
263,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
264,de.java_chess.javaChess.JavaChess.packFrame()Ljava/awt/Dimension;,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
265,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
266,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
267,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
268,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
269,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R4,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
270,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
271,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
272,de.java_chess.javaChess.JavaChess.placeFrame(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
273,de.java_chess.javaChess.JavaChess.reset()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,7,0,0
274,de.java_chess.javaChess.JavaChess.reset()V,R1,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,3,4,0
275,de.java_chess.javaChess.JavaChess.reset()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,7,0
276,de.java_chess.javaChess.JavaChess.reset()V,R3,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,4,3,0
277,de.java_chess.javaChess.JavaChess.reset()V,R4,inner,T,T,N,InnerMixedSurroundedN,IT,0,1,0,1,6,0
278,de.java_chess.javaChess.JavaChess.reset()V,R5,inner,N,N,F,InnerBoundary,IN,0,1,0,7,0,0
279,de.java_chess.javaChess.JavaChess.reset()V,R6,inner,N,N,F,InnerBoundary,IN,0,1,0,7,0,0
280,de.java_chess.javaChess.JavaChess.reset()V,R7,inner,N,N,N,InnerMixedSurroundedN,CN,0,1,0,1,6,0
281,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,3,0,0
282,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
283,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
284,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
285,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R4,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,3,0,0
286,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R5,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
287,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R6,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
288,de.java_chess.javaChess.JavaChess.setDefaultFrameCoordinates()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,3,0
289,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
290,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
291,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
292,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
293,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R4,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
294,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R5,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
295,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R6,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
296,de.java_chess.javaChess.JavaChess.setFrameSize(Ljava/awt/Dimension;Ljava/awt/Dimension;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
297,de.java_chess.javaChess.action.AboutAction.-init-()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
298,de.java_chess.javaChess.action.AboutAction.-init-()V,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
299,de.java_chess.javaChess.action.AboutAction.-init-()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
300,de.java_chess.javaChess.action.AboutAction.-init-()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
301,de.java_chess.javaChess.action.AboutAction.-init-()V,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
302,de.java_chess.javaChess.action.AboutAction.-init-()V,R5,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
303,de.java_chess.javaChess.action.AboutAction.-init-()V,R6,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
304,de.java_chess.javaChess.action.AboutAction.-init-()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
305,de.java_chess.javaChess.action.HelpAction.-init-()V,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
306,de.java_chess.javaChess.action.HelpAction.-init-()V,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
307,de.java_chess.javaChess.action.HelpAction.-init-()V,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
308,de.java_chess.javaChess.action.HelpAction.-init-()V,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
309,de.java_chess.javaChess.action.HelpAction.-init-()V,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
310,de.java_chess.javaChess.action.HelpAction.-init-()V,R5,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
311,de.java_chess.javaChess.action.HelpAction.-init-()V,R6,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
312,de.java_chess.javaChess.action.HelpAction.-init-()V,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
313,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R0,leaf,T,T,T,LeafPureSurroundedT,CT,7,0,0,0,0,0
314,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R1,leaf,N,N,N,LeafMixedSurroundedN,CN,0,7,0,0,0,0
315,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,7,0,0,0,0
316,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R3,leaf,N,N,N,LeafMixedSurroundedN,CN,0,7,0,0,0,0
317,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R4,leaf,N,N,N,LeafMixedSurroundedN,CN,0,7,0,0,0,0
318,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R5,leaf,N,N,T,LeafMixedSurroundedT,IN,2,5,0,0,0,0
319,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R6,leaf,N,N,T,LeafMixedSurroundedT,IN,2,5,0,0,0,0
320,de.java_chess.javaChess.action.JavaChessAction.-init-(Ljava/lang/String;)V,R7,leaf,N,N,N,LeafPureSurroundedN,CN,0,7,0,0,0,0
321,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R0,inner,T,T,T,InnerPureSurroundedT,CT,1,0,0,1,0,0
322,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R1,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
323,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R2,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
324,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R3,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
325,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R4,inner,N,N,F,InnerBoundary,IN,1,0,0,0,1,0
326,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R5,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
327,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R6,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
328,de.java_chess.javaChess.action.JavaChessAction.getName()Ljava/lang/String;,R7,inner,N,N,N,InnerPureSurroundedN,CN,0,1,0,0,1,0
329,de.java_chess.javaChess.action.JavaChessAction.getShortDescription()Ljava/lang/String;,R0,leaf,T,T,T,LeafPureSurroundedT,CT,1,0,0,0,0,0
330,de.java_chess.javaChess.action.JavaChessAction.getShortDescription()Ljava/lang/String;,R1,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
331,de.java_chess.javaChess.action.JavaChessAction.getShortDescription()Ljava/lang/String;,R2,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
332,de.java_chess.javaChess.action.JavaChessAction.getShortDescription()Ljava/lang/String;,R3,leaf,N,N,N,LeafPureSurroundedN,CN,0,1,0,0,0,0
